queue_name,dlq_name,fifo_queue,content_based_deduplication,deduplication_scope,delay,throughput,max_message_size,message_retention,visibility_timeout_seconds,receive_wait_time,maxReceiveCount,tags
sqs-checking.fifo,sqs-checking-dlq.fifo,no,false,queue,0,perQueue,256,864000,7200,10,4,Sharath Holla
